Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
0,3,23,0,0,7.05,False,True,False,False,True
1,2,12,2,0,39.0,True,False,False,False,True
0,1,46,0,0,66.9063,False,True,True,False,False
0,2,29,1,0,26.0,False,True,False,False,True
0,2,21,0,0,13.0,False,True,False,False,True
1,2,48,0,0,36.75,True,False,False,False,True
0,1,39,0,0,29.7,False,True,True,False,False
0,3,30,0,0,7.225,False,True,True,False,False
1,3,19,1,0,15.7417,True,False,True,False,False
0,3,27,0,0,7.8958,False,True,False,False,True
0,1,30,0,0,26.0,False,True,False,False,True
0,2,32,0,0,13.0,False,True,False,False,True
0,3,39,0,0,7.2292,False,True,True,False,False
0,2,25,0,0,31.5,False,True,False,False,True
0,3,30,0,0,7.2292,False,True,True,False,False
0,2,18,0,0,10.5,False,True,False,False,True
0,3,32,0,0,7.5792,False,True,False,False,True
0,3,30,1,0,66.9063,False,True,False,False,True
1,1,55,0,0,66.9063,True,False,True,False,False
0,3,30,1,0,14.5,False,True,False,False,True
1,3,16,0,0,7.65,True,False,False,False,True
0,2,26,0,0,13.0,False,True,False,False,True
1,3,38,0,0,7.2292,True,False,True,False,False
0,2,24,0,0,13.5,False,True,False,False,True
1,2,31,0,0,21.0,True,False,False,False,True
1,1,45,0,0,63.3583,True,False,True,False,False
0,2,25,0,0,10.5,False,True,False,False,True
0,2,18,0,0,66.9063,False,True,False,False,True
0,2,49,1,0,65.0,False,True,False,False,True
1,3,4,1,0,20.575,True,False,False,False,True
0,1,50,0,0,26.0,False,True,False,False,True
1,1,55,2,0,51.4792,True,False,False,False,True
0,3,30,0,0,7.8792,False,True,False,False,True
0,3,30,0,0,7.75,False,True,False,True,False
1,3,30,1,0,15.55,True,False,False,False,True
0,3,14,2,0,66.9063,False,True,False,False,True
1,2,24,1,0,37.0042,True,False,True,False,False
1,2,31,0,0,21.0,True,False,False,False,True
0,3,27,0,0,8.6625,False,True,False,False,True
1,1,25,1,0,55.4417,True,False,True,False,False
1,3,30,1,0,66.9063,True,False,False,False,True
0,3,30,1,0,14.4583,False,True,True,False,False
1,3,22,0,0,39.6875,True,False,False,False,True
1,1,45,0,0,59.4,True,False,True,False,False
0,2,29,0,0,13.8583,False,True,True,False,False
0,2,21,1,0,11.5,False,True,False,False,True
1,1,31,0,0,66.9063,True,False,True,False,False
0,1,49,0,0,0.0,False,True,False,False,True
0,2,44,0,0,13.0,False,True,False,False,True
1,1,54,1,0,66.9063,True,False,False,False,True
1,1,45,0,0,66.9063,True,False,True,False,False
1,3,22,2,0,8.6625,True,False,False,False,True
0,2,21,0,0,11.5,False,True,False,False,True
0,1,55,0,0,50.0,False,True,False,False,True
0,3,5,2,0,31.3875,False,True,False,False,True
0,3,30,0,0,7.75,False,True,False,True,False
0,3,26,0,0,7.8792,False,True,False,True,False
1,3,30,0,0,14.5,True,False,False,False,True
1,3,19,1,0,16.1,True,False,False,False,True
0,2,30,0,0,12.875,False,True,False,False,True
1,2,24,1,0,65.0,True,False,False,False,True
0,3,24,0,0,7.775,False,True,False,False,True
0,2,55,0,0,13.0,False,True,False,False,True
0,3,21,0,0,7.75,False,True,False,True,False
0,3,6,2,0,21.075,False,True,False,False,True
0,1,23,0,0,66.9063,False,True,False,False,True
1,1,51,0,0,39.4,True,False,False,False,True
0,3,13,0,0,20.25,False,True,False,False,True
0,2,47,0,0,10.5,False,True,False,False,True
0,3,29,2,0,22.025,False,True,False,False,True
1,1,18,1,0,60.0,True,False,False,False,True
0,3,24,0,0,7.25,False,True,False,True,False
1,1,48,1,0,66.9063,True,False,True,False,False
0,3,22,0,0,7.775,False,True,False,False,True
0,3,31,0,0,7.7333,False,True,False,True,False
1,1,30,0,0,66.9063,True,False,False,False,True
0,2,38,1,0,21.0,False,True,False,False,True
1,1,22,0,0,59.4,True,False,True,False,False
0,1,17,0,0,47.1,False,True,False,False,True
0,1,43,1,0,27.7208,False,True,True,False,False
0,2,20,0,0,13.8625,False,True,True,False,False
0,2,23,1,0,10.5,False,True,False,False,True
0,1,50,1,0,66.9063,False,True,True,False,False
1,3,30,0,0,7.7208,True,False,False,True,False
1,3,4,1,0,13.775,True,False,False,False,True
1,3,30,0,0,7.75,True,False,False,True,False
1,1,37,1,0,66.9063,True,False,False,True,False
1,3,28,0,0,7.775,True,False,False,False,True
0,3,30,0,0,8.05,False,True,False,False,True
1,1,39,0,0,66.9063,True,False,True,False,False
0,3,38,0,0,7.25,False,True,False,False,True
0,3,30,0,0,8.05,False,True,False,False,True
0,3,30,1,0,22.3583,False,True,True,False,False
